clean_cooktop_name,brand,cooktop_type,cooktop_reviews,cooktop_price
"Nunix GC-004 2 Burner Glass Table Top Cooker - Strong Galvanized steel, Auto ignition system, Whirlwind Technology, New stylish design .",nunix,Unknown,0,3450
3 BURNER EUROCHEF TABLE TOP COOKER,eurochef,Unknown,0,2635
Nunix Table Top 4 burner Gas Cooker Stove cooker Auto Ignition Nunix 4 gas burner full gas table top cooktop,nunix,gas,6,4500
"Rashnik 2 double electric hot plate cookerPortable spiral hot plate.
Powerful for faster heating.
Spiral burner spreads heat.
Adjustable temperature control.
Power ready on the light.
Easy to clean.",rashnik,electric,0,2577
Amaze 3 Gas Burner Automatic Ignition Table Top Stainless Steel Heavy Body High Quality Non- Stick 1Yr Warranty,amaze,gas,0,3680
"Ramtons RG537 2 BURNER SUPER SLIM CERAMIC TOP,Dual gas burners, Stylish ceramic finish, Efficient Whirlwind burners, 6mm toughened glass top, Pulse auto-ignition,",ramtons,gas,1,8399
Rashnik double coil hot plate electric cooker,rashnik,electric,0,1870
Nunix Two Burners Table Top Gas Cooker Stainless Steel,nunix,gas,8,3500
"AMAZE 2 BURNER STAINLESS HOB COOKER - Enjoy uniform flame,strong grills and efficient use of gas with this product, can be embedded or used as table top ,Automatic ignition, Strong  body,Firm trivets.",amaze,gas,0,5600
Eurochef Free Standing 4 Burner  Gas Cooker With gas Oven,eurochef,gas,0,23299
"Rebune stainless steel single burner,ideal and perfect for both home and commercial purposes durable easy to clean use and maintain",rebune,Unknown,0,1997
EUROCHEF 3 BURNER TABLE TOP GAS COOKER,eurochef,gas,0,2805
"Eurochef Table Top Gas Cooker,2 BURNER WITH A STRONG GLASS",eurochef,gas,0,3599
2 burner Amaze glass inbuilt hob cooker,amaze,Unknown,0,8179
"4 Gas Burner with Aluminium Base
DoubleUP 1000W and DOWN 1500W heating tube in oven
Rotisserie fork
Tempered Glass top lid
Double Glass Oven Door
60L large oven capacity",Unknown,gas,0,27659
"2 large burner
Auto ignition-no battery need for easy usage.
Light dark gray powder color diamond cut design
8 mm toughened glass for durability
Heavy burners for better performance
Extremely durable",Unknown,Unknown,0,3659
Ramtons rg544 double burner gas Cooker,ramtons,gas,0,6249
Generic Burner With Grill Gas-Stove - Grey,generic,gas,0,687
Single Spiral Coil Hotplate Electric Hotplate,Unknown,electric,0,935
"RASHNIK RN-4079B DOUBLE ELECTRIC HOTPLATE COOKER - well coated to prevent any form of electric shock, allows you to prepare two meals simultaneously, without soot stains,  Compact size .",rashnik,electric,0,2635
COOK TO PERFECTION  Nunix ELEGANT CONVINIENT 3 Burner Table Top Gas CookerCooking becomes easy when you have Nunix glass top gas stoves in your kitchen. It helps you to cook more than one dish,nunix,gas,0,3900
Sokany single plate halogen induction electric cooker,sokany,electric,0,4325
SUPERIOR QUALITY  SINGLE COOKTOP BURNER TOCK BODY automatica ignition powerful brass burner durable,Unknown,Unknown,0,2323
"Nunix LTF04-02 3 Gas  1 Electric Table Top Cooker - Featuring an attractive and easy-to-use design, the 4 burner ensures the time you spend cooking is always more productive .",nunix,gas,0,6020
"RAMTONS RG-544 STAINLESS STEEL 2 BURNER GAS COOKER - Whirlwind burners, Auto ignition, Low pressure, Energy saving, Stainless Steel body .",ramtons,gas,0,5600
OFFER Roch 3 burner stainless cooker,roch,Unknown,0,3499
Ipcone glass 2 burner cooker,ipcone,Unknown,0,3359
AILYONS 2 Burner Table Top Stainless Steel Gas Stove Cooker,ailyons,gas,0,2700
"Nunix LTF04-01 4 Gas Burner Table Top Cooker Bigger Size - Metallic Lid
Durable, Reliable, Aluminum .",nunix,gas,0,5114
"Nunix LTO4-02 3 Gas 1 Electric Table Top Cooker - 31 gas  table top cooker, Metallic Lid, Durable, Reliable, Aluminum.",nunix,gas,0,5805
Jikokoa QUALITY MODERN CHARCOAL STOVE,jikokoa,Unknown,0,4299
Table Top Stainless Steel 2 Burner Gas Cooker,Unknown,gas,0,2795
ROCH 3 BURNER STAINLESS STEEL COOKER,roch,Unknown,0,3160
"Nunix LT04-01 4 Burner Full Gas Table Top Cooker - Faster Cooking Time, 4 gas  table top cooker, Metallic Lid, Durable, Reliable, Aluminum .",nunix,gas,0,4785
Rashnik 2 burner cooktop,rashnik,Unknown,0,2799
Starlux 4 in 1 table top gas burner manual ignition,Starlux,gas,0,3999
Nunix Full gas 4 burner Table Top Cooker,nunix,gas,0,5115
Amaze single burner The stove has an auto-ignition feature for lighting the burner.Simply turn the burner knob to the desired flame size and the sparking is turned off automatically when the fla,amaze,Unknown,0,1700
Nunix Full gas 4 burner Table Top Cooker This gas-burner will help you cook your food perfectly every time. It provides even distribution of heat and emits less wasted heat than electric stoves.,nunix,gas,0,4879
"AILYONS Gas Efficient 2 Burner - Glass Top Gas Stove Double Burner With Gas Pipe and Regulator.Whirlwind burners
Auto ignition
Low pressure
Energy saving
Stainless Steel body
Gas stove
6kg regulat",ailyons,gas,0,3388
Eurochef Electric Cooker  Single Spiral Coil Hotplate,eurochef,electric,0,1299
Electric Cooker  Single Hotplate,Unknown,electric,0,989
Ipcone 3 burner glass top cooker,ipcone,Unknown,0,3500
Nunix Top Table 4 Burner Cooker 3 Gas  1 Electric Hot Plate,nunix,gas,0,6160
"SHOP NOWIPcone 2 burner stainless cooker IPCONE offers affordable, quality, energy-efficient home appliances . The brand is well known for their high-quality, top of the range products.",ipcone,Unknown,0,2212
Sokany Electric Induction Cooker Single Plate Smart Cooker,sokany,electric,0,5499
Ipcone 2 burner stainless cooker,ipcone,Unknown,0,3399
Electric Tabletop Single Hotplate Coil Cooker,Unknown,electric,0,956
Jikokoa Jiko Ecoa,jikokoa,Unknown,0,5000
"Ipcone Energy Efficient 2 Gas Burner,Gas Table Top Cooker Ipcone home cooking gas stove Double Burner Gas Stove- Gas Cooker offers affordable, quality, energy-efficient home appliances. The bra",ipcone,gas,0,3322
Amaze Stainless Steel 3 Burner Table Top Gas Stove,amaze,gas,0,3476
"Nunix Table Top Cooker 3 Gas  1 Electric Burner Stove This  3 Gas plus 1 electric Burner Table Top is an affordable, high quality, energy-efficient home appliances . The brand is well known for th",nunix,gas,0,6200
BEST OFFERSNunix Table Top Cooker 3 Gas  1 Electric Burner Stove,nunix,gas,0,5888
"EuroChef31 Table Top Burner 31 gas  table top cooker
Metallic Lid
Durable
Reliable
Aluminum",eurochef,gas,0,5180
"EuroChef Black Burner The ease of cleaning with Eurochef 2 Burner Glass Gas Stove Stainless is out of the world. Moreover, the material and design of the stove make it simple to wipe down and maintain",eurochef,gas,0,2475
"StarluxAll Gas Table Top Burner Steel body for durability  easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.
Detachable trivet  tray for easy cleaning.
Us",Starlux,gas,0,4185
TWO BURNER COOKTOP. Nunix Auto Ignition Glass Top Infrared Gas Stove Double Burner-2 Burner,nunix,gas,0,4609
Nunix Infra-red Glass Tampered Table Top 2 Burner,nunix,Unknown,0,4350
"Single Plate Sokany Radiant Cooker 

 Save Energy and Time",sokany,Unknown,0,4969
super deal6060 VON Cooker 3 Gas  1 Electric - VAC6SV31UY standing cooker ,von,gas,0,45555
20 GAS SAVING  cooker Infra red cooker- VDouble burner,Unknown,gas,0,2899
IPCONE 2 BURNER STAINLESS STEEL GASTABLE TOP COOKER,ipcone,gas,0,2295
IRRESTIBLE SAVINGS Nunix QUALITY CONVINIENT 3 Burner Table Top Gas Cooker WITH FREE 6KG GAS REGULATOR AND 2MPIPE,nunix,gas,0,4388
Table Top Double Burner Gas Stove Cooker,Unknown,gas,0,2550
Ipcone 2 Burner Cooktop,ipcone,Unknown,0,2299
LT04-01 Nunix 4 Gas Table Top auto ignition  COOKER BURNER Stove Portable NUNIX 4 gas table top burner,nunix,gas,1,4400
Nunix Auto Ignition Table Top 2 Burner Gas Cooker,nunix,gas,0,2805
Rebune stainless steel single burner,rebune,Unknown,0,2040
Jikokoa QUALITY MODERN CHARCOAL STOVE.,jikokoa,Unknown,0,4650
Premier 2 Burner Stainless Steel Cooktop,premier,Unknown,0,3999
2 burner Amaze stainless hob cooker The stove has an auto ignition feature for lighting the burner.Simply turn the burner knob to the desired flame size and the sparking is turned off automatically wh,amaze,Unknown,0,5980
Rashnik Double Hot Plate-white,rashnik,Unknown,0,2587
OFFERDurable Rashnik Two Burner Stainless Steel Burner,rashnik,Unknown,0,2959
"Ipcone Energy Efficient 2 Gas Burner,Gas Table Top Cooker  Ipcone home cooking gas stove Double Burner Gas Stove- Gas Cooker offers affordable, quality, energy-efficient home appliances. The br",ipcone,gas,0,3075
"Amaze tabletop single gas burner cooker

Colour - stainless steel only",amaze,gas,0,2159
Double Burner -electric Coil HOT Plate Cooker,Unknown,electric,0,2399
COOKTOP. Ipcone Cooker 3 Burner - Glass Top And Gas Stove Double Burner,ipcone,gas,0,3842
SILVER CREST DOUBLE BURNER INDUCTION COOKER - Fast Induction Electric cooker,silver crest,electric,0,10125
Zaryt Glass Top BurnerSimply turn the burner knob to the desired flame size and the sparking is turned off automatically when the flame lights.,Unknown,Unknown,0,3250
Ipcone Glass 2 Burner  Cooker  - Glass Top And Gas Stove Double Burner,ipcone,gas,0,3218
High quality Energy Conserving Kitchen Jiko Koa,jiko koa,Unknown,0,5000
Rebune Table Top Single Gas Cooker With Auto Ignition,rebune,gas,0,2040
Amaze Autoignition Table Top Single Burner Gas Cooker,amaze,gas,0,1700
"IPCONE Energy Efficient 2 Gas Burners, Gas Table Top Cooker",ipcone,gas,0,2700
"Eurochef EK-B002C Glass Gas Stove, 2 Burners Gas Cooker, Table Top",eurochef,gas,0,3890
"COOK IN STYLE WITH THESE2 burner Amaze stainless hob cooker Amaze is trusted for producing quality,long lasting and beautiful products that are easy and safe to use. Stainless steel amaze gas co",amaze,gas,0,6000
Single Coil Portable Electric Cooker,Unknown,electric,7,935
Nunix 2 Burner Glass Table Cooker,nunix,Unknown,0,3634
Amaze single burner cooktop,amaze,Unknown,0,2169
Nunix SS-002 Tabletop Gas cooker,nunix,gas,0,2699
"BEST OFFER Nunix Automatic Gas CookerStove WITH TWO Burner Pipe 13KG Regulator,Table Top Gas stove or gas cooker has an auto ignition feature for lighting the burner",nunix,gas,1,3500
Electric cooker  Single Sprial Hotplate,Unknown,electric,4,999
"Single Coil Portable Electric Cooker Hot Plate,",Unknown,electric,0,1357
CLEARANCE OFFER Amaze TableTop Single Gas Burner Cooker Stove,amaze,gas,0,1899
"IPCONE Energy Efficient 2 Gas Burner,Gas Table Top Cooker",ipcone,gas,0,2700
BIO-LITE JIKO SAFI,Unknown,Unknown,0,3875
Boma electric Infrared Single plate Burner BM-15 boma single radiant cooker cooktop 2500W,Unknown,electric,0,4500
"Glass Gas Stove, 2 Burners Gas Cooker, Table Top",Unknown,gas,7,2700
"BioLite JikoSafiSaves Charcoal plus,Lights and cooks Faster,Environmental Safe",Unknown,Unknown,0,3899
Ramtons RG515 - 2 Burner Gas Cooker SS Burner -,ramtons,gas,0,6350
3 burner eurochef table top burner,eurochef,Unknown,0,3049
Rashnik Hot Plate Single SOLID,rashnik,Unknown,0,1899
AILYONS 2 Burner Glass Top Gas Cooker  Infrared Double Burner,ailyons,gas,0,2999
"AFFORDABLE QUALITY AILYONS GS013 - 2 Gas Cooker Stainless Steel Double Burner - Black.Stainless Steel
Auto Ignition with piezo
Whirlwind burner for more durability and efficiency
Exquisite fin",ailyons,gas,0,2299
Ipcone 2 Glass Burner Cooktop,ipcone,Unknown,0,2999
Hot Plate Single Coil,Unknown,Unknown,0,999
IPCONE 2 BURNER GLASS TABLE TOP COOKER,ipcone,Unknown,0,3135
QUALITY GUARANTEED   Nunix Full gas 4 burner Table Top Cooker,nunix,gas,0,4747
Ramtons 4 burner standing cooker with shelf,ramtons,Unknown,0,15399
Glass Table Top Double Burner Gas Stove,Unknown,gas,0,2850
Double coil electric Hotplate,Unknown,electric,0,2299
New in stock   Rashnik Double Electric Burner Hotplate dont miss out this ,rashnik,electric,0,2740
"SHOP AT DISCOUNTED PRICE AILYONS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe.2burner
Strong stainless steel 
Auto ignition system
New stylish design 
Temper glass",ailyons,gas,0,2770
AILYONS GS014 Table Top Gas Cooker With Two Burners,ailyons,gas,0,3160
"Ramtons RG529 2 BURNER GAS COOKER CERAMIC TOP,Dual gas burners, Stylish ceramic finish, Efficient Whirlwind burners, 6mm toughened glass top, Pulse auto-ignition,",ramtons,gas,0,10999
"Eurochef Glass Gas Stove, 2 Burners Gas Cooker, Table Top",eurochef,gas,0,3822
OFFER EUROCHEF COOKER31 TABLE TOP EC-531,eurochef,Unknown,0,6469
Nunix 4 gas table top cooker Metallic Lid Durable Reliable Aluminum  This gas-burner will help you cook your food perfectly every time. It provides even distribution of heat and emits less wasted heat,nunix,gas,0,6512
ELEVATE YOUR COOKING EXPERIENCE STYLE IPCONE Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,ipcone,gas,0,2799
Electric TWO Double Burner Spiral Cookercoil,Unknown,electric,1,1799
"ELEVATE YOUR COOKING STYLERashnik Single Solid Hot Plate.Temperature range of ambient to 550 degrees C is adjustable in 5-degree increments
White glass-ceramic top plate for fast heating and res",rashnik,Unknown,0,1880
Hot Plate Single SOLID,Unknown,Unknown,0,1299
Nunix LT04-02 - 3 Gas Burner  1 electric Table Top Cooker Silver 3  1 Nunix 4 gas burner,nunix,gas,5,6000
"Amaze single burner Auto Ignition
Durable
Saves Energy
Easy to use
high quality",amaze,Unknown,0,1750
Kitchen Strong Tight 3kg  6kg Meko Gas Burner non Leak Silver,Unknown,gas,6,490
Eurochef Single coil electric cooker,eurochef,electric,0,1500
Eurochef 31 Table Top burner,eurochef,Unknown,0,6849
AMAZE 2 BURNER STAINLESS HOB COOKER,amaze,Unknown,0,5920
Rashnik Single SOLID Hot Plate Electric Burner,rashnik,electric,0,1264
Compact 1000W Sokany Single Burner Electric Stove  Adjustable Temperature Hot Plate for Home Use  Portable Stainless Steel Cooktop,sokany,electric,0,1900
2  burner table top gas  stainless steel body,Unknown,gas,0,2722
Rashnik Double Electric Burner Hotplate,rashnik,electric,0,2635
Electric Hot Plate -Single Coiled Burner as per the picture,Unknown,electric,14,990
Amaze 3 burner table top cooker,amaze,Unknown,0,3669
Ramtons induction cooker with free pan,ramtons,Unknown,0,12299
TWO BURNER PLUS A GIFT INSIDE  AILYONSLYONS GS013-1 Gas Cooker Double Burner Gas stove Super Infrared Heater Desktop Gas Stove Stainless Steel Double Stove Silver,ailyons,gas,1,2999
Rashnik single electric hot plate cooker,rashnik,electric,0,1799
KN-4078 Rashnik double electric coil cooker - 2000watts Table burner,rashnik,electric,9,2699
Heavy stainless material ailyons 2 burner,ailyons,Unknown,0,2759
Amaze Auto Ignition Single Gas Burner- Stainless Steel,amaze,gas,0,1700
Premier 4 Burner Gas Table self Ignition,premier,gas,0,9399
EDENBERG Infrared Table Top Stove,Edenberg,Unknown,0,4500
JIKOKOA QUALITY MODERN CHARCOAL STOVE,jikokoa,Unknown,0,4650
Eurochef SINGLE HOT PLATE,eurochef,Unknown,0,1499
Nunix Gas Stove Table Top Double 2 Burner cooker,nunix,gas,10,2899
Nunix 2 Burner Glass Table Cooker  Free GasPipe  13KGRegulator,nunix,gas,0,3799
"Generic Strong Non-leak Meko Gas Burner, Strong and durable Non leak Strong regulating knob Does not change color due to burn Can be used on any type of cooking gas cylinder",generic,gas,6,602
Nunix Classic Design Single Gas Burner,nunix,gas,0,1999
JIKOKOA EXTRA LARGE CHARCOAL STOVE,jikokoa,Unknown,0,5476
Eurochef Free Standing 4 Burner  Gas Cooker With gas Oven,eurochef,gas,0,23279
Nunix 2 Burner Glass Table top Gas Stove Double Burner Gas Cooker Saving Gas cooker,nunix,gas,0,3599
Strong quality stainless steel table top two burner gas cooke,Unknown,gas,0,4896
3 IGNITION HIGH PRESSURE GAS STOVE,Unknown,gas,0,8500
Nunix GP-007 3 Burners Table Top Glass,nunix,Unknown,0,7999
"Nunix 4 Gas Burner Table Top CookerAUTO IGNITIONCook different kinds of food as the same time using this cooker. Time is foodFeaturing an attractive and easy-to-use design, the 4 burner ensures the",nunix,gas,0,5940
Eurochef 3G 1E Table Top Cooker,eurochef,Unknown,0,5365
Eurochef SINGLE COIL HOT PLATE,eurochef,Unknown,0,1499
EUROCHEF 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER,eurochef,gas,0,5075
AILYONS 2 Burner Table Top stainless steel gas stove cooker,ailyons,gas,0,2299
Generic Electric Tabletop Double Hotplate Coil Cooker,generic,electric,2,1749
IPCONE 2 Gas Cooker 02 Glass Top Double Burner Gas stoveflowers pattern randomgas cooker hotgas cookerstove gas cooker cooking gas cooker burner gas cooker stainless,ipcone,gas,0,2400
Jikokoa Medium Size  Xtra Stove,jikokoa,Unknown,0,4805
Hot Sizzling Plate With Bamboo Holder,Unknown,Unknown,0,1655
Eurochef Table Top Two Burner Gas Cooker-,eurochef,gas,0,3900
4 Burner Table Top Cooker Burner Stove,Unknown,Unknown,0,6999
Nunix 2 Gas Burner Table Top  GCModel,nunix,gas,0,5899
Nunix Two Gas Burners Stainless Steel Gas Table Top Cooker,nunix,gas,2,2199
"3 Gas, 1 Electric with Stand Nunix  Model LTS-02 - 3 Gas, 1 Electric with Stand",nunix,gas,0,9360
IPCONE 3 BURNER TABLE TOP COOKER,ipcone,Unknown,0,3792
AILYONS GS013-2 Gas Cooker Stainless Steel Double Burner Black 1YR WRTY,ailyons,gas,0,2500
Rashnik single electric cooktop hot plate cooker,rashnik,electric,0,1779
RASHNIK RN-4079B 2000W Double Cooking Plate Stove Electric Hot Plate,rashnik,electric,0,3100
Roch Table Top 4 Burners Gas Cooker,roch,gas,0,7399
Handy Portable Outdoor 8 Wicks Kerosene Burner Camping Stove Kerosene kitchen Cooking Stove,Unknown,Unknown,1,1999
